ID,ReputationIndex,ReputationRaceMask_1,ReputationRaceMask_2,ReputationRaceMask_3,ReputationRaceMask_4,ReputationClassMask_1,ReputationClassMask_2,ReputationClassMask_3,ReputationClassMask_4,ReputationBase_1,ReputationBase_2,ReputationBase_3,ReputationBase_4,ReputtationFlags_1,ReputtationFlags_2,ReputtationFlags_3,ReputtationFlags_4,ParentFactionID,Name_enUS,Name_enGB,Name_koKR,Name_frFR,Name_deDE,Name_enCN,Name_zhCN,Name_enTW,Name_Mask,Description_enUS,Description_enGB,Description_koKR,Description_frFR,Description_deDE,Description_enCN,Description_zhCN,Description_enTW,Description_Mask
33,-1,589,434,0,0,0,0,0,0,-42000,-6500,0,0,0,0,0,0,0,Frostmane Tribe,,,,,,,,4128894,The Frostmane is a tribe of Ice Trolls making a meager living within Dun Morogh at odds with the Dwarven and Gnomish inhabitants of the region.,,,,,,,,4128876
34,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orc, Blackrock",,,,,,,,8323198,,,,,,,,,4128876
35,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Villian,,,,,,,,8323198,,,,,,,,,4128876
36,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victim,,,,,,,,8323198,,,,,,,,,4128876
37,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Bear,,,,,,,,4128894,,,,,,,,,4128876
38,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Ogre,,,,,,,,8323198,,,,,,,,,4128876
39,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurzen's Mercenaries,,,,,,,,8323198,,,,,,,,,4128876
40,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Escortee,,,,,,,,8323198,,,,,,,,,4128876
41,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Venture Company,,,,,,,,4128894,The Venture Company is a Goblin-run cutthroat organization that seeks to attain profit at any cost. The Venture Company will employ anyone they find useful and treat it's workers fairly in order to gain the greatest profit possible.,,,,,,,,4128876
42,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Raptor,,,,,,,,4128894,,,,,,,,,4128876
43,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basilisk,,,,,,,,4128894,,,,,,,,,4128876
44,-1,589,434,0,0,0,0,0,0,-6500,-42000,0,0,0,0,0,0,0,Brood of Ysera,,,,,,,,4128894,"The children of the Dreamer, Aspect of Nature, Ysera. They have dealings with Druids and rule over the Emerald Dream, they prefer not to interfere in mortal affairs.",,,,,,,,4128876
45,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lost Ones,,,,,,,,8323198,,,,,,,,,4128876
46,29,1023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0, Blacksmithing - Armorsmithing,,,,,,,,4128894,,,,,,,,,4128876
47,20,73,434,4,0,0,0,0,0,3100,-42000,4000,0,17,2,17,0,469,Ironforge,,,,,,,,4128894,This Alliance capital is the pride of the Dun Morogh dwarves.  Home to King Magni.,,,,,,,,4128894
48,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Dark Iron Dwarves,,,,,,,,4128894,,,,,,,,,4128876
49,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Human, Night Watch",,,,,,,,8323198,,,,,,,,,4128876
50,-1,589,434,0,0,0,0,0,0,-6500,-42000,0,0,0,0,0,0,0,Brood of Alexstrasza,,,,,,,,4128894,"The descendants and children of the Red aspect of life! The Red Dragonflight has suffered much during the Second war, and has a great disdain for the Horde.",,,,,,,,4128876
51,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnoll - Mosshide,,,,,,,,4128894,,,,,,,,,4128876
52,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orc, Dragonmaw",,,,,,,,8323198,,,,,,,,,4128876
53,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnome - Leper,,,,,,,,4128894,,,,,,,,,4128876
54,18,13,434,64,0,0,0,0,0,3100,-42000,4000,0,17,2,17,0,469,Gnomeregan Exiles,,,,,,,,4128894,"The former denizens of Gnomeregan, now living in exile in Ironforge and in league with the Alliance.",,,,,,,,4128894
55,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leopard,,,,,,,,8323198,,,,,,,,,4128876
56,63,1023,0,0,0,0,0,0,0,-42000,0,0,0,2,0,0,0,0,Scarlet Crusade,,,,,,,,8323198,"The Scarlet Crusade is a religious organization dedicated to the eradication of the undead. They seldom trust outsiders, believing them to carry the Plague of Undeath.",,,,,,,,4128876
57,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnoll - Rothide,,,,,,,,4128894,,,,,,,,,4128876
58,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Gorilla,,,,,,,,4128894,,,,,,,,,4128876
59,4,1023,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,Thorium Brotherhood,,,,,,,,4128894,The dwarves of the Thorium Brotherhood epitomize excellence in craftsmanship and are bent on unlocking the secrets of Blackrock Mountain.,,,,,,,,4128894
60,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Naga,,,,,,,,4128894,,,,,,,,,4128876
61,60,589,434,0,0,0,0,0,0,3300,-42000,0,0,16,2,0,0,0,Dalaran,,,,,,,,4128894,,,,,,,,,4128876
62,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forlorn Spirit,,,,,,,,8323198,,,,,,,,,4128876
63,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Darkhowl,,,,,,,,8323198,,,,,,,,,4128876
64,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grell,,,,,,,,8323198,,,,,,,,,4128876
65,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Furbolg,,,,,,,,8323198,,,,,,,,,4128876
66,-1,434,589,0,0,0,0,0,0,3500,-42000,0,0,17,2,0,0,0,Horde Civilians,,,,,,,,4128894,,,,,,,,,4128876
67,12,434,589,0,0,0,0,0,0,3500,-42000,0,0,17,2,0,0,0,Horde,,,,,,,,4128894,,,,,,,,,4128876
68,17,162,589,16,0,0,0,0,0,500,-42000,4000,0,17,2,17,0,67,Undercity,,,,,,,,4128894,"Led by Sylvanas Windrunner, the Forsaken have joined a tenuous alliance with the Horde and established this capital in the vast depths under the Ruins of Lordaeron.",,,,,,,,4128894
69,21,69,434,8,0,0,0,0,0,3100,-42000,4000,0,17,2,17,0,469,Darnassus,,,,,,,,4128894,"The Alliance capital is populated by Night Elves and is located in the island of Teldrassil.  Ruled by the Priestess of the Moon, Tyrande Whisperwind.",,,,,,,,4128894
70,6,1023,0,0,0,0,0,0,0,-10000,0,0,0,2,0,0,0,0,Syndicate,,,,,,,,8323198,A primarily human criminal organization that operates mostly out of the Alterac Mountains and Hillsbrad Foothills.,,,,,,,,4128894
71,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hillsbrad Militia,,,,,,,,8323198,,,,,,,,,4128876
72,19,76,434,1,0,0,0,0,0,3100,-42000,4000,0,17,2,17,0,469,Stormwind,,,,,,,,4128894,"One of the last bastions of human power, this Alliance capital is ruled by the child king, Anduin Wrynn.",,,,,,,,4128894
73,59,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Burning Legion,,,,,,,,8323198,"An army of Demons bent on conquering, corrupting, defiling and destroying every world in the universe. The Burning Legion is the enemy of most mortal races.",,,,,,,,4128876
74,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Elemental,,,,,,,,8323198,,,,,,,,,4128876
75,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spirit,,,,,,,,8323198,,,,,,,,,4128876
76,14,160,589,2,16,0,0,0,0,3100,-42000,4000,500,17,2,17,17,67,Orgrimmar,,,,,,,,4128894,"Founded by Thrall, this Horde capital city is home to many of the proud orc clans of Durotar.",,,,,,,,4128894
77,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Treasure,,,,,,,,8323198,,,,,,,,,4128876
78,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnoll - Mudsnout,,,,,,,,4128894,,,,,,,,,4128876
79,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HIllsbrad, Southshore Mayor",,,,,,,,8323198,,,,,,,,,4128876
80,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Brood of Deathwing,,,,,,,,4128894,"The children of what was once Neltharion, the Earth Warder. The Black Dragonflight only seeks to consume and corrupt the world while serving their insane dark master.",,,,,,,,4128876
81,16,130,589,16,32,0,0,0,0,3100,-42000,500,4000,17,2,17,17,67,Thunder Bluff,,,,,,,,4128894,"Cairne Bloodhoof leads his people, the Proud Tauren, from this mighty Horde capital.",,,,,,,,4128894
82,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Troll, Witherbark",,,,,,,,8323198,,,,,,,,,4128876
83,23,1023,0,0,0,0,0,0,0,2999,0,0,0,4,0,0,0,0, Leatherworking - Elemental,,,,,,,,4128894,,,,,,,,,4128876
84,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quilboar, Razormane",,,,,,,,4128894,,,,,,,,,4128876
85,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quilboar, Bristleback",,,,,,,,8323198,,,,,,,,,4128876
86,22,1023,0,0,0,0,0,0,0,2999,0,0,0,4,0,0,0,0, Leatherworking - Dragonscale,,,,,,,,4128894,,,,,,,,,4128876
87,0,1023,0,0,0,0,0,0,0,-6500,0,0,0,2,0,0,0,0,Bloodsail Buccaneers,,,,,,,,8323198,These bloodthirsty corsairs are the bane of many a merchant in the high seas.  Sworn enemies of Booty Bay.,,,,,,,,4128894
88,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blackfathom,,,,,,,,8323198,,,,,,,,,4128876
89,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Makrura,,,,,,,,8323198,,,,,,,,,4128876
90,-1,589,434,0,0,0,0,0,0,-6500,-42000,0,0,0,0,0,0,0,Kolkar Clan Centaur,,,,,,,,4128894,,,,,,,,,4128876
91,-1,1023,0,0,0,0,0,0,0,-6500,0,0,0,0,0,0,0,0,Galak Clan Centaur,,,,,,,,4128894,,,,,,,,,4128876
92,2,1023,0,0,0,0,0,0,0,2000,0,0,0,2,0,0,0,0,Gelkis Clan Centaur,,,,,,,,4128894,These centaur have made their home in the southern region of Desolace.  Mortal enemies of the Magram Centaur.,,,,,,,,4128894
93,3,1023,0,0,0,0,0,0,0,2000,0,0,0,2,0,0,0,0,Magram Clan Centaur,,,,,,,,4128894,These centaur have made their home in the eastern region of Desolace.  Mortal enemies of the Gelkis Centaur.,,,,,,,,4128894
94,-1,1023,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Maraudine Clan Centaur,,,,,,,,8323198,,,,,,,,,4128876
108,56,589,434,0,0,0,0,0,0,3300,-8500,0,0,17,2,0,0,0,Theramore,,,,,,,,4128894,"Theramore Isle was settled by Jaina Proudmoore and the refugees who fled from Lordaeron and it's neighboring kingdoms. Following the Battle at Mount Hyjal, Theramore has maintained cordial ties with the Horde and sought peace. ",,,,,,,,4128876
109,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quilboar, Razorfen",,,,,,,,8323198,,,,,,,,,4128876
110,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quilboar, Razormane 2",,,,,,,,4128894,,,,,,,,,4128876
111,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quilboar, Deathshead",,,,,,,,8323198,,,,,,,,,4128876
128,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enemy,,,,,,,,8323198,,,,,,,,,4128876
148,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ambient,,,,,,,,8323198,,,,,,,,,4128876
168,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nethergarde Caravan,,,,,,,,8323198,,,,,,,,,4128876
169,10,1023,0,0,0,0,0,0,0,500,0,0,0,8,0,0,0,0,Steamwheedle Cartel,,,,,,,,4128894,,,,,,,,,4128876
189,-1,589,434,0,0,0,0,0,0,3300,-42000,0,0,17,2,0,0,0,Alliance Civilians,,,,,,,,8323198,,,,,,,,,4128876
209,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nethergarde,,,,,,,,8323198,,,,,,,,,4128876
229,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wailing Caverns,,,,,,,,8323198,,,,,,,,,4128876
249,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Silithid,,,,,,,,4128894,,,,,,,,,4128876
269,57,589,434,0,0,0,0,0,0,3300,-8500,0,0,17,2,0,0,0,Silvermoon Remnant,,,,,,,,4128894,The remaining High elves are reeling from the loss of their homeland and the Sunwell. They have rallied behind the Alliance as their people struggle to survive.,,,,,,,,4128876
270,51,1023,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,Zandalar Tribe,,,,,,,,4128894,These trolls have come to Yojamba Isle in an effort to recruit help against the resurrected Blood God and his Atal'ai Priests in Zul'Gurub.,,,,,,,,4128894
289,30,1023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0, Blacksmithing - Weaponsmithing,,,,,,,,4128894,,,,,,,,,4128876
309,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpid,,,,,,,,4128894,,,,,,,,,4128876
310,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Bat,,,,,,,,4128894,,,,,,,,,4128876
311,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titan,,,,,,,,4128894,,,,,,,,,4128876
329,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taskmaster Fizzule,,,,,,,,4128894,,,,,,,,,4128876
349,5,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ravenholdt,,,,,,,,4128894,This guild of thieves and assassins welcomes only those of extraordinary prowess into its fold.  Sworn rivals of the Syndicate.,,,,,,,,4128894
369,7,1023,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,169,Gadgetzan,,,,,,,,4128894,"Capital of the Steamwheedle Cartel and home to goblinhood's finest engineers, alchemists and merchants.",,,,,,,,4128894
389,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnomeregan Bug,,,,,,,,4128894,,,,,,,,,4128876
409,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harpy,,,,,,,,4128894,,,,,,,,,4128876
429,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burning Blade,,,,,,,,4128894,,,,,,,,,4128876
449,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shadowsilk Poacher,,,,,,,,4128894,,,,,,,,,4128876
450,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Searing Spider,,,,,,,,4128894,,,,,,,,,4128876
469,11,589,434,0,0,0,0,0,0,3300,-42000,0,0,0,0,0,0,0,Alliance,,,,,,,,4128894,,,,,,,,,4128876
470,9,1023,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,169,Ratchet,,,,,,,,4128894,"Part of the Steamwheedle Cartel, this goblin city provides a neutral haven for those that wish to trade goods and services in the Barrens.",,,,,,,,4128894
471,8,73,434,4,0,0,0,0,0,150,-42000,500,0,16,2,0,0,0,Wildhammer Clan,,,,,,,,4128894,"Though not a part of the Alliance, the dwarves of Aerie Peak have opened their doors to it and hold the Horde as enemies.",,,,,,,,4128894
489,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goblin, Dark Iron Bar Patron",,,,,,,,4128894,,,,,,,,,4128876
509,53,589,434,0,0,0,0,0,0,0,-42000,0,0,16,2,0,0,891,The League of Arathor,,,,,,,,4128894,The League of Arathor seeks to reclaim lost land of Arathi Basin for their benefactors in Stormwind.,,,,,,,,4128894
510,52,434,589,0,0,0,0,0,0,0,-42000,0,0,16,2,0,0,892,The Defilers,,,,,,,,4128894,The Defilers seek to claim Arathi Basin's valuable resources for the Horde.,,,,,,,,4128894
511,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giant,,,,,,,,4128894,,,,,,,,,4128876
529,13,1023,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,Argent Dawn,,,,,,,,4128894,An organization focused on protecting Azeroth from the threat of the Scourge.  Strongholds of the Argent Dawn can be found in the Eastern and Western Plaguelands.,,,,,,,,4128894
530,15,34,589,16,128,0,0,0,0,3100,-42000,500,4000,17,2,17,17,67,Darkspear Trolls,,,,,,,,4128894,"This tribe of exiled trolls has joined forces with Thrall and the Horde.  They now call Durotar their home, which they share with their orc allies.",,,,,,,,4128894
531,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragonflight, Bronze",,,,,,,,4128894,,,,,,,,,4128876
532,-1,1023,0,0,0,0,0,0,0,-6500,0,0,0,0,0,0,0,0,Brood of Malygos,,,,,,,,4128894,"The Blue Dragonflight are protectors of Magic, and guard it's domain. The brood suffered much during the War of the Ancients and is diminished to this day.",,,,,,,,4128876
549,24,1023,0,0,0,0,0,0,0,2999,0,0,0,4,0,0,0,0, Leatherworking - Tribal,,,,,,,,4128894,,,,,,,,,4128876
550,26,1023,0,0,0,0,0,0,0,2999,0,0,0,4,0,0,0,0, Engineering - Goblin,,,,,,,,4128894,,,,,,,,,4128876
551,25,1023,0,0,0,0,0,0,0,2999,0,0,0,4,0,0,0,0, Engineering - Gnome,,,,,,,,4128894,,,,,,,,,4128876
569,33,1023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0, Blacksmithing - Hammersmithing,,,,,,,,4128894,,,,,,,,,4128876
570,31,1023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0, Blacksmithing - Axesmithing,,,,,,,,4128894,,,,,,,,,4128876
571,32,1023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0, Blacksmithing - Swordsmithing,,,,,,,,4128894,,,,,,,,,4128876
572,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Troll, Vilebranch",,,,,,,,4128894,,,,,,,,,4128876
573,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southsea Freebooters,,,,,,,,4128894,,,,,,,,,4128876
574,34,1023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Caer Darrow,,,,,,,,4128894,,,,,,,,,4128876
575,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Furbolg, Uncorrupted",,,,,,,,4128894,,,,,,,,,4128876
576,35,1023,0,0,0,0,0,0,0,-3500,0,0,0,2,0,0,0,0,Timbermaw Hold,,,,,,,,4128894,"As the last uncorrupted furbolg tribe, the Timbermaw seek to preserve their spiritual ways and end the suffering of their brethren.",,,,,,,,4128894
577,28,1023,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,169,Everlook,,,,,,,,4128894,This trading post is run by the goblins of the Steamwheedle Cartel and it sits in the crossroads of Winterspring's main trade routes.,,,,,,,,4128894
589,27,434,589,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,0,Wintersaber Trainers,,,,,,,,4128894,This small group of reclusive night elves raises and trains wintersabers in the Winterspring area.,,,,,,,,4128894
609,36,1023,40,0,0,479,1024,0,0,0,2000,0,0,2,0,0,0,0,Cenarion Circle,,,,,,,,4128894,The druids of Cenarion Circle are guardians of nature and make their home in tranquil Moonglade.,,,,,,,,4128894
629,37,1023,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,Shatterspear Trolls,,,,,,,,4128894,,,,,,,,,4128876
630,38,434,589,0,0,0,0,0,0,0,-42000,0,0,0,0,0,0,0,Ravasaur Trainers,,,,,,,,4128894,,,,,,,,,4128876
649,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Majordomo Executus,,,,,,,,4128894,,,,,,,,,4128876
669,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Carrion Bird,,,,,,,,4128894,,,,,,,,,4128876
670,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Cat,,,,,,,,4128894,,,,,,,,,4128876
671,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Crab,,,,,,,,4128894,,,,,,,,,4128876
672,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Crocilisk,,,,,,,,4128894,,,,,,,,,4128876
673,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Hyena,,,,,,,,4128894,,,,,,,,,4128876
674,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Owl,,,,,,,,4128894,,,,,,,,,4128876
675,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Scorpid,,,,,,,,4128894,,,,,,,,,4128876
676,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Tallstrider,,,,,,,,4128894,,,,,,,,,4128876
677,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Turtle,,,,,,,,4128894,,,,,,,,,4128876
678,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast - Wind Serpent,,,,,,,,4128894,,,,,,,,,4128876
679,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training Dummy,,,,,,,,4128894,,,,,,,,,4128876
689,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragonflight, Black - Bait",,,,,,,,4128894,,,,,,,,,4128876
709,39,1023,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,Battleground Neutral,,,,,,,,4128894,,,,,,,,,4128876
